1	0	0	32	32	0	0
2	32	0	32	32	0	0
3	64	0	32	32	0	0
4	0	32	32	32	0	0
5	32	32	32	32	0	0
6	64	32	32	32	0	0
7	0	64	32	32	0	0
8	32	64	32	32	0	0
9	64	64	32	32	0	0
10	0	96	32	32	0	0
11	32	96	32	32	0	0
12	64	96	32	32	0	0
13	0	128	32	32	0	0
14	0	160	32	32	0	0
15	0	192	32	32	0	0
16	160	160	32	32	0	0
17	96	0	32	32	0	0
18	128	0	32	32	0	0
19	160	0	32	32	0	0
20	96	32	32	32	0	0
21	128	32	32	32	0	0
22	160	32	32	32	0	0
23	96	64	32	32	0	0
24	128	64	32	32	0	0
25	160	64	32	32	0	0
26	96	96	32	32	0	0
27	128	96	32	32	0	0
28	160	96	32	32	0	0
29	96	128	32	32	0	0
30	128	128	32	32	0	0
31	160	128	32	32	0	0
32	32	128	32	32	0	0
33	64	128	32	32	0	0
34	32	160	32	32	0	0
35	64	160	32	32	0	0
36	32	192	32	32	0	0
37	64	192	32	32	0	0
38	96	160	32	32	0	0
39	128	160	32	32	0	0
40	96	192	32	32	0	0
41	128	192	32	32	0	0
42	96	224	32	32	0	0
43	192	0	32	32	0	0
44	192	32	32	32	0	0
45	192	64	32	32	0	0
46	192	96	32	32	0	0
47	128	224	32	32	0	0
48	160	224	32	32	0	0
49	192	224	32	32	0	0
50	0	224	32	32	0	0
51	32	224	32	32	0	0
52	64	224	32	32	0	0
53	192	128	32	32	0	0
54	160	192	32	32	0	0
